long,lat,amenity
-0.13162,38.5369465,parking
-3.6805321,42.3418199,drinking_water
-0.1332556,38.539491,parking
-6.5074417,39.445802,post_box
-6.507445,39.4456012,bar
-6.5069611,39.4459099,bar
-5.6847129,43.5384532,vending_machine
-5.2363434,36.5445432,toilets
-5.236502,36.5450663,kindergarten
-5.2355523,36.5451891,telephone
-5.2354647,36.5444465,parking
-3.6917084,42.3439122,recycling
-2.1116674,42.1336494,bench
-2.1116521,42.1336921,bench
-2.1113455,42.1331296,bench
-3.6977431,42.3437692,telephone
-5.6712774,41.0192558,bar
-5.6716283,41.0203219,place_of_worship
-5.6704996,41.0177213,drinking_water
-5.67175,41.0201061,restaurant
-5.7031102,41.0866142,bench
-5.6944798,41.0514295,place_of_worship
2.1683093,41.38396,cafe
-5.7189657,36.082955,restaurant
2.0850769,41.5551162,pharmacy
2.0855812,41.5542852,post_box
-0.88305,41.6533479,bank
-0.8807349,41.6603032,bicycle_rental
-0.8836458,41.6641248,bicycle_rental
-5.7117554,41.2563563,place_of_worship
-5.7696599,41.3548392,place_of_worship
-5.770562,41.3541075,pub
0.026965,40.2108016,drinking_water
-5.7430308,41.5057621,telephone
-5.572331,42.5981769,telephone
-5.578135,42.5958,bicycle_rental
-5.5734676,42.5975975,bicycle_rental
-5.5757535,42.5970014,recycling
-3.6853302,42.34137,drinking_water
-16.7245252,28.3792898,recycling
-0.4146017,39.4682703,pharmacy
-0.41546,39.4675332,place_of_worship
-2.4312341,36.8163543,parking
3.110806,39.6507383,recycling
-5.7453074,39.7261921,fountain
-5.7493911,39.7296678,fountain
-5.7435337,39.726434,telephone
-3.7342945,42.301897,pharmacy
-3.7197378,42.3449606,pharmacy
-0.1628267,38.5318383,place_of_worship
-0.1595866,38.5328958,pharmacy
-0.1600802,38.5313012,recycling
-0.1638245,38.531041,post_office
-0.1525968,38.5362612,pharmacy
-0.1595384,38.5348211,restaurant
-0.16262,38.5323295,taxi
-8.8983463,42.7822328,drinking_water
-8.8915441,42.7910793,drinking_water
-5.6490228,40.9764464,bicycle_parking
-4.5409696,43.3687526,place_of_worship
-2.4041984,36.8274818,post_box
-2.4072327,36.8283758,hospital
-2.4059032,36.8277665,parking
-9.117823,42.9128075,bench
-3.8429542,36.7585686,parking
-3.8429176,36.7581368,parking
-3.8473925,36.7613994,restaurant
-3.8747098,36.7609004,parking
-5.2539506,36.7168744,telephone
-6.6086182,42.5469296,parking
-3.8836885,36.7537722,parking
-3.8976836,36.7462397,pub
-6.2770496,39.8829055,parking
-6.2752469,39.8834306,parking
-6.2759937,39.8835718,parking
-6.2750847,39.884244,parking
-16.3165119,28.4894007,pharmacy
-3.6852496,40.3992814,bar
-3.6857194,40.3994543,bar
-3.6879258,40.4010421,restaurant
-3.8695287,36.765569,parking
-3.8690307,36.7669999,parking
-3.8687223,36.7662202,parking
-3.8693391,36.7641741,parking
-3.6696037,40.4068787,taxi
-4.537839,42.0118556,fountain
2.5439355,42.0545307,parking
2.6680364,41.8608167,cafe
-8.5360263,42.8823323,fountain
2.1529404,41.4136165,fountain
2.1528762,41.4136664,fountain
-4.337139,42.9674644,parking
-4.2981395,42.9562021,parking
-4.2976599,42.9561742,parking
-3.788042,36.7446562,restaurant
2.8723698,39.7502721,pharmacy
-4.3149415,42.8839719,parking
2.1230783,41.3643468,drinking_water
-5.5819857,42.5958686,bicycle_rental
-4.7272849,36.5066627,recycling
-4.0163602,36.7431229,restaurant
-4.0162728,36.7434803,parking
-7.1301664,37.2638668,restaurant
-3.67267,43.3417035,waste_disposal
-3.6925091,43.3416828,recycling
-4.7291763,36.4888866,pharmacy
-4.7275651,36.489165,parking
-4.5451861,36.9524893,restaurant
-3.3989331,37.09458,parking
-2.4288258,36.8238396,parking
-2.4297415,36.8184522,parking
-2.4292587,36.8211147,parking
-5.2564867,36.7114427,parking
-4.2903055,42.8069254,parking
2.8714854,39.7491306,fountain
-4.7161495,36.4897625,place_of_worship
-4.7146501,36.4895415,post_box
-4.7114155,36.4898041,parking
-4.7149318,36.4924434,parking
-4.742733,36.48531,parking
-4.7411344,36.4854049,parking
-4.7411065,36.4847838,cafe
-4.7417303,36.4847665,bar
-4.7406178,36.4849477,restaurant
-4.7261467,36.509956,recycling
2.0663129,41.4583801,pharmacy
-8.1695276,43.4028278,bench
-8.1952895,43.326655,place_of_worship
-2.5806656,42.5484084,parking
-2.5862748,42.5537261,drinking_water
-0.0496191,39.9856818,bank
-0.0507402,39.9857928,bank
2.1409279,41.4212034,drinking_water
2.1408942,41.4212102,post_box
-8.6206874,42.1624872,bench
-8.6209894,42.1625887,bench
-8.6206862,42.1625912,bench
-8.6209283,42.1624853,bench
-8.6207449,42.1625907,bench
-8.6208696,42.1624858,bench
-8.6208097,42.1625902,bench
-8.6208109,42.1624862,bench
-8.6208684,42.1625897,bench
-8.6209906,42.1624848,bench
-8.6207461,42.1624868,bench
-8.6209271,42.1625892,bench
-5.5728378,42.5977504,recycling
-5.5755149,42.5899978,drinking_water
2.127583,41.365661,pharmacy
2.1291689,41.3674653,pharmacy
2.1328163,41.3614894,pharmacy
2.1268682,41.3625993,pharmacy
2.1253838,41.365078,pharmacy
2.1232467,41.3621748,pharmacy
2.119436,41.3592326,pharmacy
2.1179083,41.3543374,pharmacy
2.1340608,41.3603125,pharmacy
-4.7115582,36.4898476,restaurant
-4.7108609,36.4900201,atm
-4.7144121,36.4895026,atm
-16.3195437,28.4876687,pharmacy
-4.8543782,36.5613251,kindergarten
-4.8547597,36.561243,parking
-4.8553791,36.5630317,parking
-4.8548412,36.5648093,telephone
-5.8548152,43.3597607,parking
2.1386461,41.4178285,post_box
-2.2863238,43.2885414,toilets
-1.7217692,38.1839305,restaurant
-3.0152335,43.3253172,pharmacy
-3.0117198,43.3281119,parking
-4.1522082,40.5682062,biergarten
-0.0403755,39.9915763,cafe
2.1767796,41.3769318,telephone
-0.1707096,40.2160725,telephone
-0.1722288,40.2165465,pharmacy
-4.8846701,36.5342344,parking
-4.5350121,42.0035849,toilets
-3.7910164,40.4206674,bar
-3.7909735,40.4208635,parking
-4.5300101,42.0058871,toilets
3.1780914,42.261988,place_of_worship
-6.1475607,36.3428623,restaurant
-0.7141994,39.8519047,waste_basket
-0.7146443,39.8515689,waste_basket
-0.7169909,39.8498583,veterinary
-0.7149774,39.851323,waste_basket
-0.7140236,39.852091,waste_basket
-0.7144638,39.8510517,waste_basket
-0.7143099,39.8523862,telephone
-0.714441,39.8516763,waste_basket
-0.7145757,39.8519242,waste_basket
-0.7156461,39.8508468,waste_basket
-0.7179892,39.8497903,fountain
-0.7145833,39.8507004,waste_basket
-0.7151452,39.8511337,waste_basket
-0.7179852,39.8496866,drinking_water
-2.0945173,42.0644804,parking
-0.7142472,39.8515712,nightclub
-4.5252618,42.0002459,taxi
-4.1046197,40.5306554,parking
-4.1055127,40.5314823,parking
-6.4988499,43.1584271,parking
-3.8685764,36.7655464,parking
-3.8668723,36.7638824,parking
-6.1685246,36.3486449,bar
-16.7286202,28.05798,cinema
-2.9873431,43.3240989,taxi
3.2056193,42.2416781,parking
-3.1575524,40.9005501,place_of_worship
-3.7021751,42.3418637,telephone
-3.6809387,42.3472432,pharmacy
-4.739587,41.63513,taxi
-2.1110543,42.1337577,recycling
-6.9366567,37.2786592,pharmacy
-3.7045246,42.3187743,vending_machine
-3.7073661,42.331567,pharmacy
-4.7397625,41.6332001,recycling
2.014375,41.5839251,recycling
-3.7113306,40.4115794,drinking_water
-3.4575997,40.2968049,taxi
-4.8193415,43.2348935,restaurant
2.1260498,41.4317045,drinking_water
-3.8656875,40.7260535,drinking_water
-4.9440221,36.5780748,parking
-0.2196201,39.6680033,place_of_worship
-16.6879251,28.0752961,car_wash
1.2449294,41.1161142,pharmacy
-8.8874843,42.784682,fountain
-3.7095887,40.4107708,parking
-6.5902881,42.5486839,recycling
-6.5896084,42.549355,recycling
-6.5903024,42.5482693,recycling
-6.5892003,42.550408,recycling
-3.6058912,40.8820465,PR-13
-6.4292899,42.6194634,parking
-6.4288278,42.6191519,parking
-3.6908892,40.4100963,drinking_water
-6.4286013,42.2547903,fuel
-6.1298852,42.5171923,fuel
-6.1282855,42.5167959,fuel
-3.6953924,42.3460171,drinking_water
-3.6982207,42.3331557,telephone
-5.674951,40.9688953,driving_school
-8.9113887,42.8418466,pharmacy
-3.8709335,36.7658301,parking
0.0738351,38.637353,drinking_water
-3.6867638,40.4012385,restaurant
-3.6866458,40.4011405,cafe
-4.7265999,37.0372127,telephone
0.1057859,38.8373126,taxi
-6.9144759,42.6592058,parking
-8.6594042,42.9296373,fountain
3.0421273,42.2273145,place_of_worship
3.0417137,42.2261149,cafe
2.6433285,39.5762925,telephone
2.6325004,39.5820083,telephone
2.6540258,39.575367,post_box
2.6541269,39.5756465,clock
-4.7811069,37.8880044,pharmacy
-4.7795727,37.889393,pharmacy
-4.1077233,36.7837057,parking
-4.1075584,36.7822117,fountain
-4.1100544,36.7820575,parking
-4.1109793,36.7821849,parking
-6.5990939,42.5529677,recycling
-3.6370389,40.867467,parking
-2.4827947,39.039491,place_of_worship
-4.1291833,36.8359504,parking
-4.1051334,36.7779936,parking
2.6433296,39.5762556,bench
2.6432572,39.5762756,bench
-5.8449403,43.3592762,pharmacy
-5.8444951,43.3602746,pharmacy
-5.8400583,43.3601364,pharmacy
-5.8400104,43.3593971,bar
-5.8399853,43.3602347,bar
-5.8446131,43.359167,taxi
2.6428707,39.5762065,pharmacy
2.6432539,39.5763659,bank
-6.3429475,38.9192512,parking
-6.3514313,38.9186932,parking
-6.3341284,38.925428,parking
-6.3467026,38.9265882,bar
-6.347915,38.9328895,hospital
-6.3474107,38.9196018,parking
-6.3456083,38.912765,parking
-6.3484514,38.9256534,restaurant
-6.3353837,38.9262794,place_of_worship
-6.3483656,38.925812,cafe
-6.3475287,38.9269387,bar
-6.3862384,38.9159623,fire_station
-6.3462627,38.9268219,place_of_worship
-6.35005,38.9254113,pharmacy
2.6418264,39.5734836,telephone
2.642267,39.5739321,theatre
-6.0792985,37.370421,post_box
-5.6836526,43.5369643,telephone
-3.6734649,40.4236306,parking
-3.6734209,40.4242189,parking
-4.5724906,39.9472693,place_of_worship
-5.5038372,36.7593639,telephone
2.8458827,42.3937924,fountain
2.8491828,42.392813,fountain
2.8676737,42.3920794,fountain
3.2787664,39.7371142,pharmacy
-2.9967341,39.1640613,cinema
2.6393911,39.5759144,parking
2.6389114,39.5758066,parking
2.6392553,39.5760843,telephone
2.6391411,39.5760618,post_box
2.7407574,39.5216971,bank
-17.2151718,28.1215886,parking
3.2036037,39.5478075,parking
-2.4691335,36.8448582,parking
-2.4038983,36.8288184,atm
3.0423117,42.1749846,post_box
3.0420113,42.1743645,telephone
3.0450399,42.1739929,place_of_worship
-0.3827776,40.8921679,pharmacy
-2.4467114,36.8366781,parking
-2.4523574,42.4685542,drinking_water
-2.4532399,42.4680303,drinking_water
-0.5763474,42.3045241,bar
2.1684551,41.3793231,bicycle_parking
2.1671669,41.3803259,bicycle_parking
2.1676515,41.3840949,bicycle_parking
-8.8883821,42.7864313,bench
-4.801248,40.9678364,bar
-4.8011493,40.967604,bar
-8.8872678,42.7853664,parking
-5.8495103,43.3629909,pharmacy
2.8140832,42.2478012,telephone
-3.7031513,42.3426753,pub
2.6511825,39.5880569,telephone
2.6515654,39.5885035,fountain
2.1498969,41.4064389,drinking_water
-2.9187771,40.4182725,parking
-3.7808238,40.2472453,parking
-4.9265527,37.7499362,shelter
2.1044353,41.4000281,shelter
-3.8669574,36.7594033,parking
2.9685266,42.2650991,taxi
-14.2836958,28.091068,parking
1.9855458,41.2755171,restaurant
-5.0454069,36.6906811,parking
-15.666057,27.9292029,toilets
-3.6913663,42.3430482,pharmacy
-3.6863064,42.346348,drinking_water
-15.7525739,27.8145784,toilets
-3.688383,40.463241,restaurant
2.0221414,41.5634125,fast_food
2.0209493,41.5639814,pharmacy
1.9871123,41.2756542,atm
-3.9083883,38.6229034,cafe
-3.6867057,40.4002053,cafe
-2.9924763,37.3992969,restaurant
-3.1071335,37.5088688,restaurant
-3.1070323,37.5092383,parking
-3.1087608,37.5085153,parking
-3.4837189,37.1862011,cafe
-1.1643355,38.0965201,police
-1.1655912,38.0958244,bar
-4.134616,36.8048242,parking
-2.7574888,40.3660531,place_of_worship
-3.7092238,40.4105066,recycling
-3.7098259,40.4107436,recycling
-3.7053353,40.4120077,recycling
-3.7028906,40.4055251,recycling
-3.7025185,40.4101532,recycling
-3.7080479,40.4061181,recycling
-3.707823,40.4123053,recycling
-4.8579177,36.5605664,parking
-4.8555835,36.5635926,telephone
2.2327851,41.5185024,police
2.2325959,41.519019,library
-4.9485089,36.5755169,recycling
-4.9473825,36.5453244,parking
-5.3803787,36.9838441,restaurant
-5.2537595,36.9411425,restaurant
-5.380863,36.983973,toilets
-5.2533004,36.9411425,toilets
-5.430125,36.9648119,parking
-5.5550466,36.9243565,restaurant
-5.4298963,36.9647542,restaurant
-8.5392515,42.8823649,fountain
-3.599287,40.3672245,taxi
-3.5984277,40.3677906,pharmacy
-3.5889864,40.3665644,school
-3.6085516,42.3040478,recycling
-3.6820013,42.433629,telephone
2.0212303,41.5652824,recycling
2.0231023,41.5683569,recycling
2.0194813,41.5631052,recycling
2.0239843,41.5686752,recycling
2.020949,41.5644812,recycling
2.0201943,41.5659041,recycling
2.0205439,41.5632206,recycling
2.1698892,41.3769693,recycling
-3.7020968,40.4057364,recycling
-3.7014627,40.4065752,recycling
-3.700894,40.4098539,recycling
-3.7044571,40.4054049,recycling
-3.7005559,40.4124112,recycling
-3.7061252,40.4117751,recycling
-3.7024254,40.4124572,recycling
-3.7083648,40.4112534,fountain
2.1452009,41.4117526,drinking_water
2.1469904,41.4118113,drinking_water
2.1416222,41.4133087,drinking_water
2.1443508,41.4117719,drinking_water
2.1490297,41.4080722,bicycle_parking
2.1490239,41.4079949,recycling
2.1495649,41.4075065,bicycle_parking
-3.6674901,42.3474793,bar
-3.6684288,42.3475426,telephone
-3.5634595,42.3330335,drinking_water
-17.9802264,27.6430758,telephone
-3.788624,37.7663232,pharmacy
-17.94952,28.6994277,toilets
-5.6174393,38.8632016,place_of_worship
-5.8578787,43.3539151,bar
-3.6063097,41.3025783,fuel
-16.6180332,28.2036915,drinking_water
-4.9487434,36.5832561,parking
-4.9482477,36.5809432,parking
-4.949162,36.5833034,parking
-4.9498921,36.5820222,telephone
-8.554999,42.8190461,nursing_home
-6.74619,42.8867187,shelter
-4.3729221,38.0422592,parking
1.7349825,42.2286456,atm
-5.3186215,35.8912667,bureau_de_change
-5.3184292,35.8912407,bureau_de_change
-5.3189124,35.8913605,bureau_de_change
-4.1829577,36.7763357,parking
1.7356795,42.2282085,recycling
-6.9836051,42.4165511,fountain
-4.4482992,36.92382,parking
-4.4631439,36.9865245,restaurant
-4.4383964,36.8113281,restaurant
-4.4273601,36.8784804,restaurant
-3.5999734,40.7935096,Capilla de Cotos
-3.6075785,40.7880836,parking
-3.5998521,40.7925674,restaurant
-3.6008987,40.7927786,cafe
-3.5998999,40.793136,pharmacy
-0.3258757,39.5579397,police
2.1767217,41.4318264,pharmacy
2.1780111,41.4303951,pharmacy
2.1791998,41.4337598,pharmacy
-5.1300362,36.6555254,telephone
-3.6695571,42.3528308,pharmacy
-1.1091633,40.349348,recycling
-1.107481,40.35002,recycling
-1.1085521,40.3485743,recycling
-5.6600645,40.9729066,telephone
-5.2518109,36.9414566,parking
-5.5566264,36.9246509,parking
-3.7111711,40.4070566,telephone
-3.7112317,40.4070995,recycling
-3.70864,40.4111873,recycling
-3.7106934,40.4115915,telephone
-3.710687,40.411554,recycling
-3.7090832,40.4138099,drinking_water
-3.6978107,40.4064512,telephone
-3.7105046,40.4092602,recycling
-3.7094878,40.4155688,recycling
-6.3580563,36.6165925,restaurant
-3.637471,41.3902154,cafe
-3.9995189,42.21882,telephone
2.2855851,41.6849945,police
2.2803369,41.6671408,fountain
2.2871125,41.6884337,fountain
2.2850457,41.6871827,post_office
2.2887789,41.6845972,bar
2.2843678,41.6946091,bar
2.2839239,41.685446,parking
2.2863096,41.6854385,taxi
2.2811318,41.688443,parking
2.283201,41.6880455,parking
-17.9428945,27.7958349,parking
-5.8352359,42.1400505,drinking_water
-5.8342068,42.1382709,bar
-5.0437778,36.518689,toilets
-5.0458991,36.5231777,telephone
-5.0427852,36.5195002,toilets
-5.8518451,42.2061039,place_of_worship
-5.8533082,42.2342648,drinking_water
-5.8520514,42.206502,bar
-5.8532741,42.2343842,bbq
-5.9022177,42.2977184,telephone
-5.9427554,42.3285147,drinking_water
-6.0596078,42.4570833,telephone
-5.251799,36.3753853,telephone
-5.0147721,42.9066051,shelter
2.2773022,41.6727285,recycling
2.2859198,41.6842764,dentist
2.2862691,41.6877992,recycling
2.2843473,41.6865572,dentist
2.2839126,41.6883238,recycling
2.2842445,41.6886708,recycling
-18.0118118,27.7833584,parking
-4.1567635,36.725909,parking
-4.1565803,36.7256326,parking
2.9285311,41.7154516,bench
2.9214111,41.716462,shelter
2.9270436,41.7158853,bench
-6.6010549,42.5634474,parking
2.9268123,41.7148481,bench
-4.830918,36.6304623,parking
-4.8299841,36.6297331,telephone
-4.8359129,36.630692,parking
-4.8329443,36.6298109,telephone
-4.8296644,36.6284354,parking
-4.0367633,42.3993631,vending_machine
-6.208541,42.4626776,place_of_worship
-6.2799078,42.4808637,drinking_water
-6.2084784,42.4626184,bench
-6.1836995,42.4595388,bench
-6.2798836,42.4808724,bench
-6.3436074,42.4918986,place_of_worship
-7.722783,43.4672347,post_box
-18.0388134,27.7612209,parking
2.6511942,39.5855198,telephone
2.648264,39.5747759,fountain
2.6483549,39.5747866,telephone
2.6482807,39.5746818,bench
2.6483191,39.5748249,bench
2.6482077,39.5747489,bench
2.6491357,39.576132,post_box
-0.8808952,40.6554118,recycling
2.9244924,41.7302939,parking
-6.5228133,42.5391797,telephone
-6.4559491,42.4980076,cafe
-6.456965,42.498913,drinking_water
2.6456433,39.5749465,drinking_water
-4.5884852,41.8035888,nightclub
-5.3808429,36.7682682,parking
-6.1967164,36.5307233,taxi
-2.438544,36.8212846,fountain
2.928948,41.7204919,parking
-2.4457925,36.8242558,fountain
-2.4460274,36.824415,fountain
-2.4445788,36.8239244,fountain
-2.4504601,36.8307683,fountain
-3.4728417,40.4434588,pharmacy
-3.8257322,40.3492923,post_office
-3.8278372,40.3408577,post_office
2.0847691,41.5350199,toilets
2.0725318,41.5291738,pharmacy
2.0776017,41.5349468,pharmacy
-3.8339469,40.3439234,pharmacy
-3.8310905,40.350187,taxi
-0.327838,39.5567712,bicycle_parking
-0.3259418,39.5581927,bench
-0.3254239,39.5590117,recycling
-0.32545,39.5587021,bench
-0.323826,39.5568847,recycling
-0.3259145,39.5582388,bench
-0.3253801,39.5586814,bench
-0.3255132,39.5587228,bench
-0.3253619,39.5588826,bench
-0.3258977,39.558364,telephone
-0.3238217,39.5569083,recycling
-0.3258973,39.5582776,bench
-0.3260206,39.5581171,waste_basket
-0.3228584,39.5581683,recycling
-0.3254279,39.5589026,bench
-0.3238303,39.5568611,recycling
-0.3238174,39.5569319,recycling
-0.3252219,39.558838,bench
-5.6652481,43.541811,clock
-4.4532859,37.0823208,parking
2.6461435,39.5761663,telephone
-1.637404,42.7546838,drinking_water
-1.6376977,42.7553386,drinking_water
-6.1871981,36.5349799,telephone
-6.1873833,36.5349897,recycling
-5.667001,40.970509,recycling
-5.6857257,43.5364825,bicycle_parking
-3.8325331,40.3345667,fire_station
0.5497412,41.2294179,recycling
-2.5750295,42.8461516,parking
-3.4798955,40.4739911,taxi
2.1437846,41.3866523,bank
2.1420946,41.3841333,bank
-5.0460328,36.689829,parking
-5.0458719,36.6901043,parking
-4.9683472,36.6810346,parking
-5.0690149,36.5914198,parking
-5.1218614,36.6310779,telephone
-3.5188753,40.3265784,drinking_water
-6.3370771,38.9150508,school
-6.3373132,38.9125047,school
-5.3541809,36.1457316,fuel
-3.8329787,40.3455017,pharmacy
-5.8329185,37.0560672,telephone
-5.8335515,37.0570604,bar
-5.8332082,37.0562555,bar
-3.6090662,37.1842835,post_box
-3.9192186,40.7300797,drinking_water
-4.8850698,36.508579,fountain
-4.8849762,36.5102235,fountain
-4.8840989,36.5099631,fountain
-4.8860407,36.5100682,fountain
-4.8931137,36.5103498,atm
-4.8906806,36.5102545,atm
-4.8928971,36.5105842,pharmacy
-4.952134,36.490377,taxi
-4.9556927,36.4865313,taxi
-4.9537092,36.4877487,taxi
-4.9525363,36.4882858,recycling
-4.953659,36.489254,recycling
-4.9554956,36.4863978,fountain
-17.769751,28.767033,parking
-17.8254304,28.5135772,parking
2.210852,41.4424683,pharmacy
2.1691006,41.3764081,pharmacy
2.1709628,41.3780847,pharmacy
-5.9387353,37.2685215,pharmacy
-3.8317809,40.3497006,bicycle_parking
-1.819949,37.1869498,pharmacy
-3.1529881,41.3365377,restaurant
-2.6634437,40.6197867,recycling
-3.6156541,40.8642138,townhall
-8.7351769,42.2215716,courthouse
-3.6364771,40.3933073,drinking_water
-3.6498574,40.4806196,drinking_water
-3.6281796,40.4120609,drinking_water
-3.6396767,40.4771345,drinking_water
-3.7393286,40.4341328,drinking_water
-3.64715,40.492863,drinking_water
-3.6006735,40.4308977,drinking_water
-3.6453342,40.4880638,drinking_water
-3.6223477,40.4604024,drinking_water
-3.6094381,40.4537084,drinking_water
-3.6010425,40.4221651,drinking_water
-3.8666021,40.7261299,drinking_water
-3.7765925,40.6452005,vending_machine
-4.0690966,40.7680314,drinking_water
-4.067329,40.7439968,drinking_water
-3.9060257,40.7618699,drinking_water
-4.0206958,40.8753803,drinking_water
-4.0686378,40.7709404,drinking_water
-2.316572,42.9044266,parking
2.1608705,41.4037342,drinking_water
-3.9858906,37.0050541,drinking_water
-3.638322,40.8684793,drinking_water
-0.3891312,39.5482804,cafe
-0.3898232,39.5478502,bar
-0.3896247,39.5479743,restaurant
-0.3958456,39.5435261,bar
-0.3964965,39.5445419,cafe
-8.888749,42.798978,recycling
-8.8931833,42.7991503,recycling
-8.8854247,42.7827894,recycling
-8.8956268,42.799834,recycling
-8.88501,42.78295,recycling
-8.8845272,42.7832832,recycling
-8.8943119,42.8019981,recycling
-5.3532364,36.1456093,bus_station
-3.7233815,40.418852,fountain
-3.7584157,40.4233478,drinking_water
-3.7602005,40.4135418,drinking_water
-3.7417245,40.4209398,drinking_water
-3.7598946,40.4177092,drinking_water
-3.7764922,40.4197359,drinking_water
-3.7653154,40.4402275,drinking_water
-3.7498377,40.4292024,drinking_water
-3.7469462,40.4196373,drinking_water
-3.7605078,40.4318194,drinking_water
-3.7601472,40.4332849,drinking_water
-3.7416174,40.434946,drinking_water
-3.7774991,40.4119261,drinking_water
-3.7716507,40.4019832,drinking_water
-3.7365898,40.4282947,drinking_water
-3.6837242,42.3502556,drinking_water
-3.6683706,42.3473344,telephone
-3.6840009,42.3500957,telephone
-14.0589825,28.4168783,parking
-14.0460088,28.5337986,parking
-3.6258183,40.8195971,townhall
-6.1907349,36.5262145,parking
-1.7002778,42.1733267,restaurant
2.6537611,39.5750124,telephone
-2.8007212,42.4240392,drinking_water
-3.8521587,40.1217623,pharmacy
-6.2470794,36.5208463,parking
-6.7609022,38.9218025,fuel
-3.7632665,40.386546,parking
-1.7618485,42.6723779,bench
-3.6208488,40.7980081,townhall
-3.4547295,41.0777083,townhall
-0.1641802,38.5327502,pharmacy
-3.8757037,36.7459467,post_box
-3.4715762,40.9340001,townhall
-3.5299073,40.9223856,townhall
-0.1030449,38.5450354,parking
-0.101997,38.5446521,parking
2.5397621,39.6160211,parking
-1.1345428,42.127965,bar
-5.9206793,37.2835522,fast_food
-8.734875,42.2223961,parking
-8.7358086,42.221114,fountain
-2.4745621,36.8376876,fountain
-2.4633955,36.8337303,fountain
-2.4460314,36.8317374,fountain
-2.4632017,36.8340428,fountain
-2.4633136,36.8338789,fountain
2.6520078,39.5704759,parking
-3.6248696,41.0867836,townhall
-8.1097955,43.6392886,parking
-3.9884425,36.7371899,school
-3.9909808,36.7376378,parking
-3.9883524,36.737973,cafe
-3.9895829,36.7389342,parking
2.6613308,39.5712642,post_box
2.6542596,39.5742167,parking
1.4401847,39.0790478,parking
1.4400988,39.0793893,taxi
1.4016531,38.8479222,restaurant
2.5203073,39.4724509,restaurant
-3.7737616,40.5177233,drinking_water
-3.7553141,40.4885437,restaurant
-3.732406,40.418698,fountain
2.6515906,39.5879111,school
-4.6105977,36.5741664,restaurant
-2.4470429,36.8426133,fountain
-2.4474477,36.8395711,fountain
-2.4470429,36.8427817,fountain
-2.4650995,36.8400184,fountain
-2.753482,42.7640736,drinking_water
-2.7715731,42.7368524,drinking_water
1.5792541,39.0796138,parking
-2.721947,42.6746881,drinking_water
-2.2715127,42.5519101,restaurant
-3.8982744,36.7466825,veterinary
1.5796177,39.0834219,parking
-2.1039766,42.6293447,drinking_water
2.6172942,39.6288684,school
-3.7718166,40.3389256,car_wash
2.909203,41.7091862,parking
2.9176741,41.7119826,bench
2.910639,41.709313,parking
-5.0330683,36.5080502,place_of_worship
-5.2783909,36.4461425,parking
1.5904896,39.0752363,restaurant
1.4404201,39.0795152,restaurant
1.4399373,39.0779161,restaurant
-4.7744118,41.6596432,fuel
-13.8695698,28.8635057,recycling
-13.8716619,28.8646018,recycling
-3.695027,40.3929561,recycling
-3.6956166,40.3953596,telephone
-5.5626136,42.5916249,recycling
-5.5597634,42.5942924,recycling
-5.5660557,42.5924518,telephone
-5.5625574,42.5916704,telephone
-2.4490336,36.8304134,recycling
-2.5010569,36.8274411,parking
-2.5005848,36.8269345,parking
2.1196543,41.4209739,bar;restaurant
2.0173644,41.5635592,taxi
-6.1910535,36.5250159,parking
2.1713448,41.387251,telephone
2.1752884,41.3844877,bureau_de_change
1.4542278,39.0903459,restaurant
1.4544731,39.0896294,restaurant
1.8355907,41.5919946,police
1.59067,39.0744251,restaurant
1.8392577,41.593866,toilets
1.5370304,39.1077703,fast_food
1.5967448,39.0246885,parking
-2.2666028,36.8271274,parking
2.6212569,39.5509915,restaurant
2.6205381,39.5508095,fast_food
1.2927647,38.9219181,restaurant
-2.6908639,42.4046681,place_of_worship
1.4302315,38.9981588,parking
1.2309853,41.5288834,recycling
-0.8762277,41.6552582,fountain
-6.0119361,43.2564084,place_of_worship
0.0445422,38.6472837,police
-3.6637489,42.3564979,telephone
-5.3192556,35.8911174,telephone
-5.3205448,35.888873,recycling
-5.3230684,35.8850915,bar
-5.3366213,35.8794147,telephone
-4.6522926,41.5640532,telephone
-4.6658056,41.5647938,vending_machine
-4.0716151,40.5015691,drinking_water
-4.4831824,42.2932525,bench
2.7741161,39.8394883,parking
-4.5424294,42.316341,cafe
-2.5212492,43.0699071,recycling
-2.4795199,43.0677587,recycling
-4.949971,36.5713507,parking
-2.3429121,36.8524553,brothel
0.0714803,38.6427726,parking
-13.8225094,28.7368631,ferry_terminal
-13.8228437,28.7504999,recycling
2.6532831,39.5759296,bench
2.6536233,39.5755165,bench
2.6534891,39.5755888,bench
-5.2139752,41.5178377,parking
-0.131376,38.541041,atm
-8.6201729,42.1606157,fountain
0.0618029,38.6484622,parking
-8.6162885,42.1605278,telephone
-16.550538,28.393893,fountain
-16.7818289,28.3727708,recycling
-16.5388162,28.4145584,taxi
-16.5519188,28.4168039,spa
-16.735136,28.0578115,doctors
-16.7850046,28.140885,fuel
-16.8424513,28.246255,restaurant
-16.3970154,28.4812711,nightclub
-16.5454278,28.3947825,fountain
2.5179211,39.5354244,parking
0.707833,40.813999,bicycle_parking
2.6554838,39.571709,recycling
2.6559739,39.5712395,recycling
-0.0528547,39.9874115,fountain
-1.5991341,42.0586076,cafe
-1.5982607,42.0527797,bar
-4.6837949,41.609172,pharmacy
